ID,SRNA_NAME,TARGET_NAME,TAXID,ORG_CODE,STRAIN_NAME,SRNA_TYPE,SRNA_LENGTH,SRNA_START,SRNA_END,SRNA_STRAND,TARGET_TYPE,TARGET_LENGTH,TARGET_START,TARGET_END,TARGET_STRAND,REGULATION
369,IhtA,hctA,471472,ctb,Chlamydia trachomatis 434/Bu,Trans-encoded antisense,0,0,0,,mRMA,378,142722,143099,reverse,repressiv
370,lmos84,lmo0850,169963,lmo,Listeria monocytogenes EGD-e,Trans-encoded antisense,269,2346166,2346434,reverse,mRMA,147,890069,890215,forward,repressiv
371,lmos84,lmo1883,169963,lmo,Listeria monocytogenes EGD-e,Trans-encoded antisense,269,2346166,2346434,reverse,mRMA,1059,1955598,1956656,reverse,repressiv
372,lmos84,lmo1666,169963,lmo,Listeria monocytogenes EGD-e,0,269,2346166,2346434,forward,mRMA,5136,1717193,1722328,reverse,no_interaction
373,lmos84,lmo1269,169963,lmo,Listeria monocytogenes EGD-e,0,269,2346166,2346434,forward,mRMA,567,1293088,1293654,forward,no_interaction
374,lmos84,kdpB,169963,lmo,Listeria monocytogenes EGD-e,0,269,2346166,2346434,forward,mRMA,2046,2753523,2755568,reverse,no_interaction
375,omrB,csgD,511145,eco,Escherichia coli K12 MG1655,Trans-encoded antisense,82,2976304,2976385,reverse,mRMA,651,1102546,1103196,reverse,repressiv
376,omrA,csgD,511145,eco,Escherichia coli K12 MG1655,Trans-encoded antisense,88,2976102,2976189,reverse,mRMA,651,1102546,1103196,reverse,repressiv
377,fnrS,sodA,511145,eco,Escherichia coli K12 MG1655,Trans-encoded antisense,122,1409129,1409250,forward,mRMA,621,4100810,4101430,forward,repressiv
378,fnrS,sodB,511145,eco,Escherichia coli K12 MG1655,Trans-encoded antisense,122,1409129,1409250,forward,mRMA,582,1735378,1735959,forward,repressiv
379,fnrS,metE,511145,eco,Escherichia coli K12 MG1655,Trans-encoded antisense,122,1409129,1409250,forward,mRMA,2262,4013053,4015314,forward,repressiv
380,fnrS,cydD,511145,eco,Escherichia coli K12 MG1655,Trans-encoded antisense,122,1409129,1409250,forward,mRMA,1767,929196,930962,reverse,repressiv
381,MicA,phoP,511145,eco,Escherichia coli K12 MG1655,Trans-encoded antisense,78,2814802,2814879,forward,mRMA,672,1189776,1190447,reverse,repressiv
382,ArcZ,STM3216,99287,stm,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,Trans-encoded antisense,118,3490383,3490500,forward,mRMA,1566,3380802,3382367,reverse,repressiv
383,ArcZ,sdaC,99287,stm,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,Trans-encoded antisense,118,3490383,3490500,forward,mRMA,1290,3120771,3122060,forward,repressiv
384,ArcZ,tpx,99287,stm,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,Trans-encoded antisense,118,3490383,3490500,forward,mRMA,507,1775584,1776090,forward,repressiv
385,Yfr1,PMM1119,59919,pmm,Prochlorococcus marinus subsp. pastoris str. CCMP1986,Trans-encoded antisense,56,1000742,1000797,reverse,mRMA,1143,1065058,1066200,reverse,repressiv
386,Yfr1,PMM1121,59919,pmm,Prochlorococcus marinus subsp. pastoris str. CCMP1986,Trans-encoded antisense,56,1000742,1000797,reverse,mRMA,1146,1068274,1069419,reverse,repressiv
387,Yfr1,PMM1697,59919,pmm,Prochlorococcus marinus subsp. pastoris str. CCMP1986,0,56,1000742,1000797,reverse,mRMA,1020,1632707,1633726,forward,no_interaction
388,Yfr1,PMM0538,59919,pmm,Prochlorococcus marinus subsp. pastoris str. CCMP1986,0,56,1000742,1000797,reverse,mRMA,1227,508827,510053,forward,no_interaction
389,Yfr1,ppa,59919,pmm,Prochlorococcus marinus subsp. pastoris str. CCMP1986,0,56,1000742,1000797,reverse,mRMA,588,467424,468011,forward,no_interaction
390,Yfr1,argJ ,59919,pmm,Prochlorococcus marinus subsp. pastoris str. CCMP1986,0,56,1000742,1000797,reverse,mRMA,1209,52867,54075,forward,no_interaction
391,sibC,ibsC,511145,eco,Escherichia coli K12 MG1655,Trans-encoded antisense,140,3056849,3056988,forward,mRMA,60,3056890,3056949,reverse,repressiv
392,SR1,gapA,224308,bsu,Bacillus subtilis subsp. subtilis str. 168,Trans-encoded antisense,205,1534070,1534274,forward,mRMA,1008,3481698,3482705,reverse,induktiv
393,crfA,CCNA_03574,565050,ccs,Caulobacter crescentus NA1000,Trans-encoded antisense,129,3781372,3781500,reverse,mRMA,2403,3727740,3730142,reverse,induktiv
394,VR-RNA,colA,195102,cpe,Clostridium perfringens str. 13,Trans-encoded antisense,386,1154972,1155357,reverse,mRMA,3315,222495,225809,forward,induktiv
395,arcZ,rpoS,511145,eco,Escherichia coli K12 MG1655,Trans-encoded antisense,121,3350577,3350697,forward,mRMA,993,2866559,2867551,reverse,induktiv
396,chiX,rpoS,511145,eco,Escherichia coli K12 MG1655,0,84,507204,507287,forward,mRMA,993,2866559,2867551,reverse,no_interaction
397,cyaR,rpoS,511145,eco,Escherichia coli K12 MG1655,0,87,2167114,2167200,forward,mRMA,993,2866559,2867551,reverse,no_interaction
398,EcpR1,gcrA,1286640,sm2,Sinorhizobium meliloti 2011,Trans-encoded antisense,101,1411709,1411809,forward,mRMA,0,0,0,,repressiv
399,rybB,rpoS,511145,eco,Escherichia coli K12 MG1655,0,79,887976,888054,reverse,mRMA,993,2866559,2867551,reverse,no_interaction
400,fnrS,rpoS,511145,eco,Escherichia coli K12 MG1655,0,122,1409129,1409250,forward,mRMA,993,2866559,2867551,reverse,no_interaction
401,micC,rpoS,511145,eco,Escherichia coli K12 MG1655,0,109,1437121,1437229,forward,mRMA,993,2866559,2867551,reverse,no_interaction
402,rydC,rpoS,511145,eco,Escherichia coli K12 MG1655,0,64,1491443,1491506,reverse,mRMA,993,2866559,2867551,reverse,no_interaction
403,mgrR,rpoS,511145,eco,Escherichia coli K12 MG1655,0,98,1622817,1622914,reverse,mRMA,993,2866559,2867551,reverse,no_interaction
404,sdsR,rpoS,511145,eco,Escherichia coli K12 MG1655,0,121,1923164,1923284,reverse,mRMA,993,2866559,2867551,reverse,no_interaction
405,micF,rpoS,511145,eco,Escherichia coli K12 MG1655,0,93,2313084,2313176,forward,mRMA,993,2866559,2867551,reverse,no_interaction
406,glmY,rpoS,511145,eco,Escherichia coli K12 MG1655,0,184,2691157,2691340,forward,mRMA,993,2866559,2867551,reverse,no_interaction
407,MicA,rpoS,511145,eco,Escherichia coli K12 MG1655,0,78,2814802,2814879,forward,mRMA,993,2866559,2867551,reverse,no_interaction
408,gcvB,rpoS,511145,eco,Escherichia coli K12 MG1655,0,206,2942696,2942901,forward,mRMA,993,2866559,2867551,reverse,no_interaction
409,omrA,rpoS,511145,eco,Escherichia coli K12 MG1655,0,88,2976102,2976189,reverse,mRMA,993,2866559,2867551,reverse,no_interaction
410,omrB,rpoS,511145,eco,Escherichia coli K12 MG1655,0,82,2976304,2976385,reverse,mRMA,993,2866559,2867551,reverse,no_interaction
411,ryhB,rpoS,511145,eco,Escherichia coli K12 MG1655,0,90,3580927,3581016,reverse,mRMA,993,2866559,2867551,reverse,no_interaction
412,gadY,rpoS,511145,eco,Escherichia coli K12 MG1655,0,105,3664864,3664968,forward,mRMA,993,2866559,2867551,reverse,no_interaction
413,glmZ,rpoS,511145,eco,Escherichia coli K12 MG1655,0,207,3986432,3986638,forward,mRMA,993,2866559,2867551,reverse,no_interaction
414,Spot_42,rpoS,511145,eco,Escherichia coli K12 MG1655,0,109,4049899,4050007,forward,mRMA,993,2866559,2867551,reverse,no_interaction
415,rseX,rpoS,511145,eco,Escherichia coli K12 MG1655,0,91,2033649,2033739,forward,mRMA,993,2866559,2867551,reverse,no_interaction
416,IS118,rpoS,511145,eco,Escherichia coli K12 MG1655,0,0,0,0,,mRMA,993,2866559,2867551,reverse,no_interaction
417,RsaE,SA0849,158879,sau,Staphylococcus aureus subsp.aureus N315,Trans-encoded antisense,100,975383,975482,forward,mRMA,1656,962060,963715,forward,repressiv
418,RsaE,oppB,158879,sau,Staphylococcus aureus subsp.aureus N315,Trans-encoded antisense,100,975383,975482,forward,mRMA,927,958016,958942,forward,repressiv
419,RsaE,sucD,158879,sau,Staphylococcus aureus subsp.aureus N315,Trans-encoded antisense,100,975383,975482,forward,mRMA,909,1232447,1233355,forward,repressiv
420,RsaE,SA0873,158879,sau,Staphylococcus aureus subsp.aureus N315,Trans-encoded antisense,100,975383,975482,forward,mRMA,510,989093,989602,forward,repressiv
421,MicA,luxS,511145,eco,Escherichia coli K12 MG1655,Trans-encoded antisense,78,2814802,2814879,forward,mRMA,516,2814218,2814733,reverse,repressiv
422,FasX,ska,160490,spy,Streptococcus pyogenes M1 GAS,Trans-encoded antisense,205,213737,213941,forward,mRMA,1323,1647232,1648554,forward,induktiv
423,sibB,ibsB,511145,eco,Escherichia coli K12 MG1655,Trans-encoded antisense,136,2153644,2153779,forward,mRMA,57,2153681,2153737,reverse,repressiv
424,mgrR,ygdQ,511145,eco,Escherichia coli K12 MG1655,Trans-encoded antisense,98,1622817,1622914,reverse,mRMA,714,2970420,2971133,forward,repressiv
425,Spot_42,maeA,511145,eco,Escherichia coli K12 MG1655,Trans-encoded antisense,109,4049899,4050007,forward,mRMA,1698,1553972,1555669,reverse,repressiv
426,Spot_42,sthA,511145,eco,Escherichia coli K12 MG1655,Trans-encoded antisense,109,4049899,4050007,forward,mRMA,1401,4159390,4160790,reverse,repressiv
427,Spot_42,fucI,511145,eco,Escherichia coli K12 MG1655,Trans-encoded antisense,109,4049899,4050007,forward,mRMA,1776,2935584,2937359,forward,repressiv
428,Spot_42,fucK,511145,eco,Escherichia coli K12 MG1655,Trans-encoded antisense,109,4049899,4050007,forward,mRMA,1419,2937468,2938886,forward,repressiv
429,Spot_42,xylF,511145,eco,Escherichia coli K12 MG1655,Trans-encoded antisense,109,4049899,4050007,forward,mRMA,993,3731131,3732123,forward,repressiv
430,Spot_42,srlA,511145,eco,Escherichia coli K12 MG1655,Trans-encoded antisense,109,4049899,4050007,forward,mRMA,564,2825832,2826395,forward,repressiv
431,Spot_42,nanC,511145,eco,Escherichia coli K12 MG1655,Trans-encoded antisense,109,4049899,4050007,forward,mRMA,717,4538785,4539501,reverse,repressiv
432,Spot_42,nanT,511145,eco,Escherichia coli K12 MG1655,Trans-encoded antisense,109,4049899,4050007,forward,mRMA,1491,3371084,3372574,reverse,repressiv
433,Spot_42,lldP,511145,eco,Escherichia coli K12 MG1655,Trans-encoded antisense,109,4049899,4050007,forward,mRMA,1656,3777399,3779054,forward,repressiv
434,Spot_42,yjiA,511145,eco,Escherichia coli K12 MG1655,Trans-encoded antisense,109,4049899,4050007,forward,mRMA,957,4587909,4588865,reverse,repressiv
435,Spot_42,ytfJ,511145,eco,Escherichia coli K12 MG1655,Trans-encoded antisense,109,4049899,4050007,forward,mRMA,555,4438708,4439262,reverse,repressiv
436,Spot_42,dppB,511145,eco,Escherichia coli K12 MG1655,Trans-encoded antisense,109,4049899,4050007,forward,mRMA,1020,3704771,3705790,reverse,induktiv
437,Spot_42,gss,511145,eco,Escherichia coli K12 MG1655,Trans-encoded antisense,109,4049899,4050007,forward,mRMA,1860,3136663,3138522,reverse,induktiv
438,TfoR,VC1153,243277,vch,Vibrio cholerae O1 biovar El Tor str. N16961,Trans-encoded antisense,102,2236608,2236709,forward,mRMA,609,1224975,1225583,forward,induktiv
439,AbcR1,Atu2422,176299,atu,Agrobacterium fabrum str. C58,Trans-encoded antisense,117,2163254,2163370,forward,mRMA,1119,2394505,2395623,reverse,repressiv
440,AbcR1,Atu1879,176299,atu,Agrobacterium fabrum str. C58,Trans-encoded antisense,117,2163254,2163370,forward,mRMA,774,1860027,1860800,forward,repressiv
441,sgrS,manX,511145,eco,Escherichia coli K12 MG1655,Trans-encoded antisense,227,77367,77593,forward,mRMA,972,1902048,1903019,forward,repressiv
442,rybB,tsx,511145,eco,Escherichia coli K12 MG1655,Trans-encoded antisense,79,887976,888054,reverse,mRMA,885,431129,432013,reverse,repressiv
443,rybB,ompA,511145,eco,Escherichia coli K12 MG1655,Trans-encoded antisense,79,887976,888054,reverse,mRMA,1041,1019013,1020053,reverse,repressiv
444,rybB,ycfL,511145,eco,Escherichia coli K12 MG1655,Trans-encoded antisense,79,887976,888054,reverse,mRMA,378,1162247,1162624,forward,repressiv
445,rybB,ygiM,511145,eco,Escherichia coli K12 MG1655,Trans-encoded antisense,79,887976,888054,reverse,mRMA,621,3201207,3201827,forward,repressiv
446,ryhB,cysE,511145,eco,Escherichia coli K12 MG1655,Trans-encoded antisense,90,3580927,3581016,reverse,mRMA,822,3781741,3782562,reverse,repressiv
447,rybB,rbsB,511145,eco,Escherichia coli K12 MG1655,Trans-encoded antisense,79,887976,888054,reverse,mRMA,891,3936278,3937168,forward,repressiv
448,rybB,fiu,511145,eco,Escherichia coli K12 MG1655,Trans-encoded antisense,79,887976,888054,reverse,mRMA,2283,839249,841531,reverse,repressiv
449,rybB,ompF,511145,eco,Escherichia coli K12 MG1655,Trans-encoded antisense,79,887976,888054,reverse,mRMA,1089,985894,986982,reverse,repressiv
450,rybB,fadL,511145,eco,Escherichia coli K12 MG1655,Trans-encoded antisense,79,887976,888054,reverse,mRMA,1341,2461306,2462646,forward,repressiv
451,rybB,nmpC,511145,eco,Escherichia coli K12 MG1655,Trans-encoded antisense,79,887976,888054,reverse,mRMA,1040,575786,576825,reverse,repressiv
452,rybB,hinT,511145,eco,Escherichia coli K12 MG1655,Trans-encoded antisense,79,887976,888054,reverse,mRMA,360,1161885,1162244,forward,repressiv
453,rybB,rluD,511145,eco,Escherichia coli K12 MG1655,Trans-encoded antisense,79,887976,888054,reverse,mRMA,981,2735031,2736011,reverse,repressiv
454,mgrR,eptB,511145,eco,Escherichia coli K12 MG1655,Trans-encoded antisense,98,1622817,1622914,reverse,mRMA,1692,3708784,3710475,reverse,repressiv
455,rybB,yfeK,511145,eco,Escherichia coli K12 MG1655,Trans-encoded antisense,79,887976,888054,reverse,mRMA,375,2537342,2537716,forward,repressiv
456,rybB,fimA,511145,eco,Escherichia coli K12 MG1655,Trans-encoded antisense,79,887976,888054,reverse,mRMA,549,4543115,4543663,forward,repressiv
457,rybB,lamB,511145,eco,Escherichia coli K12 MG1655,Trans-encoded antisense,79,887976,888054,reverse,mRMA,1341,4247971,4249311,forward,repressiv
458,rybB,rraB,511145,eco,Escherichia coli K12 MG1655,Trans-encoded antisense,79,887976,888054,reverse,mRMA,417,4478473,4478889,forward,repressiv
459,rybB,ydeN,511145,eco,Escherichia coli K12 MG1655,Trans-encoded antisense,79,887976,888054,reverse,mRMA,1683,1580842,1582524,reverse,repressiv
460,rybB,fumC,511145,eco,Escherichia coli K12 MG1655,Trans-encoded antisense,79,887976,888054,reverse,mRMA,1404,1685185,1686588,reverse,repressiv
461,rybB,asr,511145,eco,Escherichia coli K12 MG1655,Trans-encoded antisense,79,887976,888054,reverse,mRMA,309,1671376,1671684,forward,repressiv
462,rybB,rbsK,511145,eco,Escherichia coli K12 MG1655,Trans-encoded antisense,79,887976,888054,reverse,mRMA,930,3937294,3938223,forward,repressiv
463,rybB,yhjJ,511145,eco,Escherichia coli K12 MG1655,Trans-encoded antisense,79,887976,888054,reverse,mRMA,1497,3680444,3681940,reverse,repressiv
464,rybB,ompN,511145,eco,Escherichia coli K12 MG1655,0,79,887976,888054,reverse,mRMA,1134,1435760,1436893,reverse,no_interaction
465,rybB,yhcN,511145,eco,Escherichia coli K12 MG1655,0,79,887976,888054,reverse,mRMA,264,3385538,3385801,forward,no_interaction
466,rybB,lpp,511145,eco,Escherichia coli K12 MG1655,0,79,887976,888054,reverse,mRMA,237,1757421,1757657,forward,no_interaction
467,MicA,lamB,511145,eco,Escherichia coli K12 MG1655,Trans-encoded antisense,78,2814802,2814879,forward,mRMA,1341,4247971,4249311,forward,repressiv
468,MicA,ompA,511145,eco,Escherichia coli K12 MG1655,Trans-encoded antisense,78,2814802,2814879,forward,mRMA,1041,1019013,1020053,reverse,repressiv
469,MicA,ompW,511145,eco,Escherichia coli K12 MG1655,Trans-encoded antisense,78,2814802,2814879,forward,mRMA,639,1314020,1314658,forward,repressiv
470,MicA,tsx,511145,eco,Escherichia coli K12 MG1655,Trans-encoded antisense,78,2814802,2814879,forward,mRMA,885,431129,432013,reverse,repressiv
471,MicA,ygiM,511145,eco,Escherichia coli K12 MG1655,Trans-encoded antisense,78,2814802,2814879,forward,mRMA,621,3201207,3201827,forward,repressiv
472,MicA,yfeK,511145,eco,Escherichia coli K12 MG1655,Trans-encoded antisense,78,2814802,2814879,forward,mRMA,375,2537342,2537716,forward,repressiv
473,MicA,ecnB,511145,eco,Escherichia coli K12 MG1655,Trans-encoded antisense,78,2814802,2814879,forward,mRMA,147,4376553,4376699,forward,repressiv
474,MicA,ompX,511145,eco,Escherichia coli K12 MG1655,Trans-encoded antisense,78,2814802,2814879,forward,mRMA,516,850450,850965,forward,repressiv
475,MicA,pal,511145,eco,Escherichia coli K12 MG1655,Trans-encoded antisense,78,2814802,2814879,forward,mRMA,522,779067,779588,forward,repressiv
476,MicA,fimB,511145,eco,Escherichia coli K12 MG1655,Trans-encoded antisense,78,2814802,2814879,forward,mRMA,603,4540957,4541559,forward,repressiv
477,MicA,gloA,511145,eco,Escherichia coli K12 MG1655,Trans-encoded antisense,78,2814802,2814879,forward,mRMA,408,1727837,1728244,forward,repressiv
478,MicA,lpxT,511145,eco,Escherichia coli K12 MG1655,Trans-encoded antisense,78,2814802,2814879,forward,mRMA,714,2268854,2269567,forward,repressiv
479,chiX,citA,511145,eco,Escherichia coli K12 MG1655,Trans-encoded antisense,84,507204,507287,forward,mRMA,1659,652235,653893,forward,repressiv
480,MicA,ybgF,511145,eco,Escherichia coli K12 MG1655,Trans-encoded antisense,78,2814802,2814879,forward,mRMA,792,779598,780389,forward,repressiv
481,MicA,ldtC,511145,eco,Escherichia coli K12 MG1655,Trans-encoded antisense,78,2814802,2814879,forward,mRMA,963,1169412,1170374,reverse,repressiv
482,IsrM,sopA,588858,ses,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,Trans-encoded antisense,329,2925275,2925603,forward,mRMA,2349,2193122,2195470,forward,repressiv
483,IsrM,hilE,588858,ses,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,Trans-encoded antisense,329,2925275,2925603,forward,mRMA,531,4776390,4776920,forward,repressiv
484,IsrM,invJ,588858,ses,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,Trans-encoded antisense,329,2925275,2925603,forward,mRMA,1011,3055483,3056493,reverse,induktiv
485,IsrM,sipA,588858,ses,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,Trans-encoded antisense,329,2925275,2925603,forward,mRMA,2058,3044916,3046973,reverse,induktiv
486,IsrM,sipB,588858,ses,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,Trans-encoded antisense,329,2925275,2925603,forward,mRMA,1782,3049351,3051132,reverse,induktiv
487,IsrM,sipC,588858,ses,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,Trans-encoded antisense,329,2925275,2925603,forward,mRMA,1230,3048094,3049323,reverse,induktiv
488,IsrM,sipD,588858,ses,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,Trans-encoded antisense,329,2925275,2925603,forward,mRMA,1032,3046992,3048023,reverse,induktiv
489,IsrM,sopB,588858,ses,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,Trans-encoded antisense,329,2925275,2925603,forward,mRMA,1686,1136575,1138260,reverse,induktiv
490,IsrM,sopE2,588858,ses,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,Trans-encoded antisense,329,2925275,2925603,forward,mRMA,723,1963417,1964139,reverse,induktiv
491,IsrM,spaO,588858,ses,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,Trans-encoded antisense,329,2925275,2925603,forward,mRMA,912,3054572,3055483,reverse,induktiv
492,IsrM,sptP,588858,ses,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,Trans-encoded antisense,329,2925275,2925603,forward,mRMA,1632,3042308,3043939,reverse,induktiv
493,GcvB,ygiU,216597,sey,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,Trans-encoded antisense,180,3156779,3156958,forward,mRMA,0,0,0,,repressiv
494,GcvB,SL1344_1576,216597,sey,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,Trans-encoded antisense,180,3156779,3156958,forward,mRMA,2457,1694006,1696642,reverse,repressiv
495,GcvB,serA,216597,sey,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,Trans-encoded antisense,180,3156779,3156958,forward,mRMA,1233,3243999,3245231,reverse,repressiv
496,GcvB,gdhA,216597,sey,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,Trans-encoded antisense,180,3156779,3156958,forward,mRMA,1344,1335489,1336832,reverse,repressiv
497,GcvB,cycA,216597,sey,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,Trans-encoded antisense,180,3156779,3156958,forward,mRMA,1410,4655428,4656837,forward,repressiv
498,GcvB,brnQ,216597,sey,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,Trans-encoded antisense,180,3156779,3156958,forward,mRMA,1320,452744,454063,forward,repressiv
499,GcvB,ilvC,216597,sey,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,Trans-encoded antisense,180,3156779,3156958,forward,mRMA,1476,4138922,4140397,forward,repressiv
500,GcvB,thrL,216597,sey,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,Trans-encoded antisense,180,3156779,3156958,forward,mRMA,87,169,255,forward,repressiv
501,GcvB,iciA,216597,sey,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,Trans-encoded antisense,180,3156779,3156958,forward,mRMA,894,3246310,3247203,forward,repressiv
502,GcvB,ilvE,216597,sey,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,Trans-encoded antisense,180,3156779,3156958,forward,mRMA,930,4132442,4133371,forward,repressiv
503,GcvB,lrp,216597,sey,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,Trans-encoded antisense,180,3156779,3156958,forward,mRMA,495,993279,993773,forward,repressiv
504,GcvB,ndk,216597,sey,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,Trans-encoded antisense,180,3156779,3156958,forward,mRMA,432,2657786,2658217,reverse,repressiv
505,GcvB,yaeC,216597,sey,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,Trans-encoded antisense,180,3156779,3156958,forward,mRMA,816,285514,286329,reverse,repressiv
506,GcvB,tppB,216597,sey,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,Trans-encoded antisense,180,3156779,3156958,forward,mRMA,0,0,0,,repressiv
507,GcvB,aroP,216597,sey,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,Trans-encoded antisense,180,3156779,3156958,forward,mRMA,1374,173384,174757,reverse,repressiv
508,GcvB,putP,216597,sey,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,Trans-encoded antisense,180,3156779,3156958,forward,mRMA,1509,1168303,1169811,forward,repressiv
509,GcvB,sfbA,216597,sey,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,Trans-encoded antisense,180,3156779,3156958,forward,mRMA,831,570600,571430,forward,repressiv
510,GcvB,sfbB,216597,sey,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,Trans-encoded antisense,180,3156779,3156958,forward,mRMA,1017,571467,572483,forward,repressiv
511,GcvB,yecS,216597,sey,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,Trans-encoded antisense,180,3156779,3156958,forward,mRMA,669,1998929,1999597,reverse,repressiv
512,GcvB,yifK,216597,sey,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,Trans-encoded antisense,180,3156779,3156958,forward,mRMA,1386,4160965,4162350,forward,repressiv
513,GcvB,astA,216597,sey,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,Trans-encoded antisense,180,3156779,3156958,forward,mRMA,1035,1340264,1341298,forward,repressiv
514,GcvB,argD,216597,sey,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,Trans-encoded antisense,180,3156779,3156958,forward,mRMA,1227,1339047,1340273,forward,repressiv
515,GcvB,pepN,216597,sey,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,Trans-encoded antisense,180,3156779,3156958,forward,mRMA,2613,1100463,1103075,forward,repressiv
516,GcvB,pheA,216597,sey,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,Trans-encoded antisense,180,3156779,3156958,forward,mRMA,1161,2808670,2809830,forward,repressiv
517,GcvB,trpE,216597,sey,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,Trans-encoded antisense,180,3156779,3156958,forward,mRMA,1563,1775403,1776965,forward,repressiv
518,GcvB,dcyD,216597,sey,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,Trans-encoded antisense,180,3156779,3156958,forward,mRMA,987,1999618,2000604,reverse,repressiv
519,GcvB,mltC,216597,sey,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,0,180,3156779,3156958,forward,mRMA,1086,3290856,3291941,forward,no_interaction
520,SdsR,ompD,216597,sey,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,Trans-encoded antisense,103,1925621,1925723,reverse,mRMA,1128,1611987,1613114,forward,repressiv
521,scr5239,SCO3471,100226,sco,Streptomyces coelicolor A3(2),Trans-encoded antisense,159,5699861,5700019,reverse,mRMA,930,3831705,3832634,reverse,repressiv
522,Qrr2,aphA,338187,vha,Vibrio campbellii ATCC BAA-1116,Trans-encoded antisense,109,111193,111301,forward,mRMA,606,47235,47840,forward,induktiv
523,Qrr3,aphA,338187,vha,Vibrio campbellii ATCC BAA-1116,Trans-encoded antisense,109,555291,555399,reverse,mRMA,606,47235,47840,forward,induktiv
524,Qrr4,aphA,338187,vha,Vibrio campbellii ATCC BAA-1116,Trans-encoded antisense,109,1833376,1833484,reverse,mRMA,606,47235,47840,forward,induktiv
525,Qrr5,aphA,338187,vha,Vibrio campbellii ATCC BAA-1116,Trans-encoded antisense,107,1080963,1081069,reverse,mRMA,606,47235,47840,forward,induktiv
526,Qrr2,aphA,243277,vch,Vibrio cholerae O1 biovar El Tor str. N16961,Trans-encoded antisense,108,48448,48555,forward,mRMA,540,2821501,2822040,forward,induktiv
527,Qrr3,aphA,243277,vch,Vibrio cholerae O1 biovar El Tor str. N16961,Trans-encoded antisense,107,772257,772363,forward,mRMA,540,2821501,2822040,forward,induktiv
528,Qrr4,aphA,243277,vch,Vibrio cholerae O1 biovar El Tor str. N16961,Trans-encoded antisense,107,908201,908307,reverse,mRMA,540,2821501,2822040,forward,induktiv
529,Qrr1,luxR,338187,vha,Vibrio campbellii ATCC BAA-1116,Trans-encoded antisense,95,2983624,2983718,forward,mRMA,636,157800,158435,forward,repressiv
530,Qrr2,luxR,338187,vha,Vibrio campbellii ATCC BAA-1116,Trans-encoded antisense,109,111193,111301,forward,mRMA,636,157800,158435,forward,repressiv
531,Qrr3,luxR,338187,vha,Vibrio campbellii ATCC BAA-1116,Trans-encoded antisense,109,555291,555399,reverse,mRMA,636,157800,158435,forward,repressiv
532,Qrr4,luxR,338187,vha,Vibrio campbellii ATCC BAA-1116,Trans-encoded antisense,109,1833376,1833484,reverse,mRMA,636,157800,158435,forward,repressiv
533,Qrr5,luxR,338187,vha,Vibrio campbellii ATCC BAA-1116,Trans-encoded antisense,107,1080963,1081069,reverse,mRMA,636,157800,158435,forward,repressiv
534,Qrr1,luxO,338187,vha,Vibrio campbellii ATCC BAA-1116,Trans-encoded antisense,95,2983624,2983718,forward,mRMA,1404,3494750,3496153,forward,repressiv
